,0
545,governor
546,#
547,fixthisshit
548,@
549,joe_exotic
550,SPOTTED
551,!
552,!
553,#
554,Only
555,6
556,days
557,until
558,we
559,vote
560,for
561,legal
562,marijuana
563,under
564,our
565,future
566,governor
567,@
568,joe_exotic
569,You
570,ever
571,wonder
572,why
573,people
574,care
575,more
576,about
577,the
578,welfare
579,of
580,dogs
581,cats
582,cows
583,chickens
584,then
585,we
586,do
587,about
588,our
589,elderly
590,kids
591,and
592,homeless
593,people
594,?
595,Because
596,they
597,make
598,money
599,on
600,heart
601,stings
602,of
603,animals
604,and
605,sell
606,TV
607,ads
608,to
609,raise
610,money
611,on
612,animals
613,We
614,lost
615,our
616,morale
617,#
618,fixthisshit
619,BULLSHIT
620,VOTE
621,YEShttps
622,…
623,Oklahoma
624,made
625,it
626,a
627,felony
628,to
629,hire
630,an
631,illegal
632,immigrant
633,Strike
634,that
635,law
636,downhttps
637,…
638,yes
639,joe
640,preach
641,it
642,to
643,em
644,They
645,are
646,not
647,all
648,criminals
649,Then
650,let
651,'s
652,kick
653,out
654,everyone
655,that
656,commits
657,a
658,crime
659,…
660,This
661,is
662,a
663,country
664,founded
665,by
666,immigrants
667,Why
668,do
669,we
670,forget
671,this
672,so
673,easy
674,?
675,But
676,it
677,'s
678,all
679,about
680,kicking
681,out
682,immigrants
683,?
684,They
685,got
686,a
687,way
688,of
689,fucking
690,you
691,on
692,the
693,toll
694,roads
695,.65
696,cents
697,at
698,the
699,booth
700,No
701,pennies
702,so
703,3
704,quarters
705,They
706,make
707,a
708,dime
709,more
710,on
711,every
712,car
713,#
714,fixthisshit
715,Interesting
716,read
717,about
718,the
719,debatehttp
720,…
721,75
722,reporters
723,at
724,the
725,debate
726,today
727,you
728,would
729,think
730,something
731,would
732,be
733,online
734,And
735,then
736,maybe
737,not
738,?
739,The
740,debate
741,in
742,Shawnee
743,today
744,with
745,75
746,reporters
747,I
748,think
749,we
750,put
751,it
752,all
753,out
754,there
755,#
756,truth
757,#
758,fixthisshit
759,That
760,answer
761,certainly
762,got
763,the
764,room
765,’
766,s
767,attention
768,2
769,weeks
770,and
771,we
772,are
773,gon
774,na
775,rock
776,this
777,election
778,and
779,smoke
780,weed
781,No
782,mikey
783,bullshithttps
784,…
785,Thank
786,youhttps
787,…
788,Let
789,'s
790,save
791,the
792,kids
793,of
794,this
795,Reminder
796,to
797,vote
798,@
799,joe_exotic
800,Does
801,3
802,million
803,in
804,your
805,campaign
806,fund
807,mean
808,the
809,people
810,like
811,you
812,or
813,did
814,you
815,sell
816,out
817,to
818,special
819,interest
820,groups
821,?
822,That
823,shows
824,you
825,who
826,they
827,are
828,looking
829,out
830,for
831,…
832,Future
833,pool
834,party
835,at
836,the
837,The
838,vote
839,for
840,SQ788
841,is
842,near
843,Vote
844,yes
845,and
846,vote
847,Joe
848,Exotic
849,#
850,fixthisshit
851,#
852,voteforjoehttps
853,…
854,You
855,bet
856,I
857,wouldhttps
858,…
859,Fox
860,25http
861,…
862,Let
863,'s
864,ride
865,into
866,the
867,inauguration
868,like
869,The
870,apes
871,love
872,Joe
873,Exotic
874,fir
875,Top
876,15
877,Candidates
878,for
879,Oklahoma
880,Governor
881,(
882,Ranked
883,)
884,…
885,Ahead
886,…
887,Vote
888,June
889,26th
890,SQ788
891,and
892,Joe
893,Joseph
894,A
895,Maldonado-Passage
896,and
897,let
898,'s
899,#
900,Tulsa
901,Pride
902,Parade
903,…
904,…
905,seeing
906,@
907,joe_exotic
908,at
909,tulsa
910,pride
911,was
912,DEFINITELY
913,the
914,best
915,part
916,of
917,my
918,day
919,!
920,#
921,Tulsa
922,Pride
923,Parade
924,…
925,Oklahoma
926,screws
927,any
928,money
929,making
930,again
931,Before
932,long
933,no
934,one
935,will
936,want
937,to
938,come
939,here
940,#
941,fixthisshit
942,#
943,votejoeexotichttp
944,?
945,story=38329472
946,catId=112042
947,…
948,USDA
949,and
950,the
951,President
952,lifts
953,restrictions
954,on
955,small
956,exhibitors
957,This
958,needs
959,to
960,be
961,shared
962,thousands
963,of
964,times
965,…
966,?
967,story_fbid=2148226968538445
968,id=580813935279764
969,…
970,USDA
971,and
972,the
973,President
974,lifts
975,restrictions
976,on
977,small
978,exhibitors
979,This
980,needs
981,to
982,be
983,shared
984,thousands
985,of
986,times
987,…
988,…
989,USDA
990,and
991,the
992,President
993,lifts
994,restrictions
995,on
996,small
997,exhibitors
998,This
999,needs
1000,to
1001,be
1002,shared
1003,thousands
1004,of
1005,times
1006,…
1007,?
1008,story_fbid=1808078609251305
1009,id=506410132751499
1010,…
1011,Get
1012,on
1013,board
1014,with
1015,the
1016,New
1017,Oklahoma
1018,I
1019,will
1020,be
1021,in
1022,the
1023,Tulsa
1024,Pride
1025,parade
1026,tomorrow
1027,June
1028,2
1029,Come
1030,party
1031,with
1032,me
1033,You
1034,NO
1035,LONGER
1036,have
1037,to
1038,be
1039,USDA
1040,if
1041,you
1042,exhibit
1043,8
1044,animals
1045,or
1046,less
1047,and
1048,NOT
1049,dangerous
1050,Go
1051,Trump
1052,now
1053,lets
1054,get
1055,me
1056,as
1057,Governor
1058,…
1059,?
1060,story_fbid=2148091698551972
1061,id=580813935279764
1062,…
1063,You
1064,NO
1065,LONGER
1066,have
1067,to
1068,be
1069,USDA
1070,if
1071,you
1072,exhibit
1073,8
1074,animals
1075,or
1076,less
1077,and
1078,NOT
1079,dangerous
1080,Go
1081,Trump
1082,now
1083,lets
1084,get
1085,me
1086,as
1087,Governor
1088,…
1089,?
1090,story_fbid=1807952549263911
1091,id=506410132751499
1092,…
1093,You
1094,NO
1095,LONGER
1096,have
1097,to
1098,be
1099,USDA
1100,if
1101,you
1102,exhibit
1103,8
1104,animals
1105,or
1106,less
1107,and
1108,NOT
1109,dangerous
1110,Go
1111,Trump
1112,now
1113,lets
1114,get
1115,me
1116,as
1117,Governor
1118,…
1119,…
1120,What
1121,do
1122,big
1123,corporations
1124,do
1125,to
1126,communities
1127,?
1128,1=move
1129,in
1130,2=get
1131,all
1132,the
1133,tax
1134,breaks
1135,3=
1136,close
1137,all
1138,small
1139,businesses
1140,4=fire
1141,people
1142,before
1143,retirement
1144,6=
1145,file
1146,bankruptcy
1147,7=
1148,move
1149,out
1150,8=
1151,leave
1152,your
1153,community
1154,as
1155,a
1156,ghost
1157,town
1158,#
1159,fixthisshit
1160,#
1161,Team
1162,USZA
1163,just
1164,pulled
1165,out
1166,for
1167,a
1168,47
1169,hour
1170,round
1171,trip
1172,rescue
1173,of
1174,14
1175,animals
1176,Stay
1177,tuned
1178,as
1179,Just
1180,how
1181,Walmart
1182,may
1183,be
1184,the
1185,cause
1186,of
1187,why
1188,many
1189,more
1190,animals
1191,may
1192,have
1193,to
1194,be
1195,Euthanized
1196,(
1197,Details
1198,and
1199,live
1200,video
1201,coming
1202,...
1203,…
1204,#
1205,fixthisshit
1206,The
1207,Oklahoma
1208,Press
1209,Association
1210,Gubernatorial
1211,Candidate
1212,Forum
1213,is
1214,two
1215,weeks
1216,away
1217,!
1218,We
1219,will
1220,plan
1221,to
1222,begin
1223,at
1224,1:45
1225,p.m.
1226,in
1227,the
1228,South
1229,Event
1230,Center
1231,at
1232,the
1233,Grand
1234,Casino
1235,Hotel
1236,Resort
1237,in
1238,Shawnee
1239,with
1240,approximately
1241,75
1242,Oklahoma
1243,newspaper
1244,publishers
1245,and
1246,editors
1247,Would
1248,you
1249,boycott
1250,Walmart
1251,if
1252,you
1253,found
1254,out
1255,they
1256,were
1257,the
1258,cause
1259,of
1260,60
1261,tigers
1262,starving
1263,to
1264,death
1265,?
1266,…
1267,?
1268,story_fbid=1806725142719985
1269,id=506410132751499
1270,…
1271,Would
1272,you
1273,boycott
1274,Walmart
1275,if
1276,you
1277,found
1278,out
1279,they
1280,were
1281,the
1282,cause
1283,of
1284,60
1285,tigers
1286,starving
1287,to
1288,death
1289,?
1290,…
1291,?
1292,story_fbid=2146596845368124
1293,id=580813935279764
1294,…
1295,Would
1296,you
1297,boycott
1298,Walmart
1299,if
1300,you
1301,found
1302,out
1303,they
1304,were
1305,the
1306,cause
1307,of
1308,60
1309,tigers
1310,starving
1311,to
1312,death
1313,?
1314,…
1315,…
1316,Would
1317,you
1318,boycott
1319,Walmart
1320,if
1321,you
1322,found
1323,out
1324,they
1325,were
1326,the
1327,cause
1328,of
1329,the
1330,DEATH
1331,of
1332,60
1333,Tigers
1334,?
1335,If
1336,you
1337,want
1338,to
1339,change
1340,Oklahoma
1341,you
1342,must
1343,get
1344,out
1345,in
1346,4
1347,weeks
1348,and
1349,vote
1350,for
1351,that
1352,change
1353,let
1354,'s
1355,#
1356,fixthisshit
1357,together
1358,for
1359,a
1360,change
1361,Any
1362,volunteers
1363,from
1364,Wynnewood
1365,sulphur
1366,or
1367,davis
1368,want
1369,to
1370,go
1371,ride
1372,with
1373,me
1374,to
1375,the
1376,Tulsa
1377,Pride
1378,parade
1379,this
1380,Saturday
1381,?
1382,Private
1383,message
1384,me
1385,if
1386,so
1387,Need
1388,6
1389,people
1390,One
1391,question
1392,they
1393,asked
1394,last
1395,night
1396,was
1397,what
1398,was
1399,my
1400,opinion
1401,of
1402,the
1403,pipeline
1404,to
1405,education
1406,and
1407,jobs
1408,=answer
1409,We
1410,need
1411,a
1412,plumber
1413,because
1414,this
1415,States
1416,pipeline
1417,is
1418,plugged
1419,up
1420,Why
1421,would
1422,they
1423,want
1424,you
1425,to
1426,vote
1427,NO
1428,on
1429,SQ788
1430,?
1431,1-
1432,Pharmaceutical
1433,companies
1434,make
1435,money
1436,on
1437,Opiates
1438,2-
1439,Politicians
1440,make
1441,money
1442,from
1443,Pharmaceutical
1444,companies
1445,3-
1446,County
1447,City
1448,Law
1449,Enforcement
1450,District
1451,attorneys
1452,pay
1453,their
1454,bills
1455,by
1456,arresting
1457,you
1458,for
1459,weed
1460,4-
1461,Vote
1462,yes
1463,SQ788
1464,and
1465,end
1466,their
1467,$
1468,Tonight
1469,'s
1470,debate
1471,?
1472,story_fbid=10156557118108969
1473,id=131443908968
1474,…
1475,#
1476,voteforjoehttps
1477,…
1478,Tonight
1479,'s
1480,debate
1481,in
1482,Enid
1483,Oklahoma
1484,went
1485,well
1486,I
1487,was
1488,pleased
1489,how
1490,many
1491,older
1492,folks
1493,came
1494,up
1495,and
1496,thanked
1497,me
1498,for
1499,saying
1500,what
1501,they
1502,are
1503,thinking
1504,Truth
1505,matters
1506,to
1507,people
1508,now
1509,days
1510,I
1511,am
1512,pretty
1513,sure
1514,we
1515,got
1516,Flush
1517,out
1518,the
1519,current
1520,Oklahoma
1521,politics
1522,#
1523,fixthisshit
1524,#
1525,We
1526,can
1527,learn
1528,in
1529,Oklahoma
1530,how
1531,to
1532,love
1533,and
1534,respect
1535,each
1536,other
1537,just
1538,like
1539,animals
1540,do
1541,when
1542,you
1543,are
1544,truthful
1545,to
1546,them
1547,and
1548,no
1549,bullshit
1550,#
1551,fixthisshit
1552,and
1553,lets
1554,make
1555,Oklahoma
1556,awesome
1557,Looks
1558,like
1559,low
1560,hanging
1561,fruit
1562,for
1563,sure
1564,Weather
1565,donghttps
1566,…
1567,So
1568,channel
1569,4
1570,in
1571,OKC
1572,says
1573,we
1574,have
1575,a
1576,10
1577,%
1578,chance
1579,of
1580,low
1581,hanging
1582,tornadoes
1583,today
1584,What
1585,do
1586,you
1587,think
1588,Lol
1589,You
1590,needed
1591,a
1592,laugh
1593,thanks
1594,Are
1595,you
1596,going
1597,to
1598,vote
1599,June
1600,26th
1601,for
1602,SQ788
1603,and
1604,Joe
1605,Exotic
1606,or
1607,are
1608,you
1609,going
1610,to
1611,allow
1612,them
1613,to
1614,run
1615,your
1616,lives
1617,another
1618,4
1619,years
1620,and
1621,raise
1622,your
1623,taxes
1624,?
1625,You
1626,all
1627,have
1628,an
1629,awesome
1630,Holiday
1631,Weekend
1632,Party
1633,with
1634,the
1635,dogs
1636,and
1637,drive
1638,safe
1639,I
1640,need
1641,all
1642,of
1643,you
1644,to
1645,stay
1646,alive
1647,If
1648,you
1649,think
1650,this
1651,election
1652,was
1653,a
1654,joke
1655,or
1656,do
1657,n't
1658,think
1659,I
1660,have
1661,your
1662,back
1663,?
1664,Watch
1665,this
1666,last
1667,debate
1668,and
1669,see
1670,how
1671,I
1672,call
1673,them
1674,out
1675,#
1676,fixthisshit
1677,#
1678,votejoeexotic
1679,…
1680,?
1681,story_fbid=1803035489755617
1682,id=506410132751499
1683,…
1684,If
1685,you
1686,think
1687,this
1688,election
1689,was
1690,a
1691,joke
1692,or
1693,do
1694,n't
1695,think
1696,I
1697,have
1698,your
1699,back
1700,?
1701,Watch
1702,this
1703,last
1704,debate
1705,and
1706,see
1707,how
1708,I
1709,call
1710,them
1711,out
1712,#
1713,fixthisshit
1714,#
1715,votejoeexotic
1716,…
1717,?
1718,story_fbid=2141911939169948
1719,id=580813935279764
1720,…
1721,If
1722,you
1723,think
1724,this
1725,election
1726,was
1727,a
1728,joke
1729,or
1730,do
1731,n't
1732,think
1733,I
1734,have
1735,your
1736,back
1737,?
1738,Watch
1739,this
1740,last
1741,debate
1742,and
1743,see
1744,how
1745,I
1746,call
1747,them
1748,out
1749,#
1750,fixthisshit
1751,#
1752,votejoeexotic
1753,…
1754,…
1755,If
1756,you
1757,think
1758,this
1759,election
1760,was
1761,a
1762,joke
1763,or
1764,do
1765,n't
1766,think
1767,I
1768,have
1769,your
1770,back
1771,?
1772,Watch
1773,this
1774,last
1775,debate
1776,and
1777,see
1778,how
1779,I
1780,call
1781,them
1782,out
1783,#
1784,fixthisshit
1785,#
1786,votejoeexotic
1787,…
1788,Go
1789,watch
1790,this
1791,and
1792,see
1793,just
1794,how
1795,I
1796,stick
1797,up
1798,for
1799,you
1800,the
1801,people
1802,Go
1803,to
1804,1hr
1805,and
1806,21
1807,minutes
1808,into
1809,it.https
1810,?
1811,v=8lu5a9GLyc0
1812,…
1813,Oklahoma
1814,While
1815,you
1816,are
1817,traveling
1818,this
1819,weekend
1820,stop
1821,by
1822,the
1823,zoo
1824,at
1825,exit
1826,64
1827,and
1828,I-35
1829,and
1830,pick
1831,up
1832,your
1833,yard
1834,signs
1835,and
1836,visit
1837,me
1838,and
1839,the
1840,Age
1841,between
1842,two
1843,adult
1844,people
1845,in
1846,love
1847,is
1848,just
1849,numbers
1850,Time
1851,to
1852,live
1853,and
1854,let
1855,live
1856,I
1857,promise
1858,if
1859,I
1860,win
1861,this
1862,election
1863,your
1864,going
1865,to
1866,have
1867,more
1868,freedom
1869,then
1870,ever
1871,before
1872,Medical
1873,Marijuana
1874,and
1875,how
1876,Politicians
1877,lie
1878,about
1879,it
1880,to
1881,get
1882,you
1883,to
1884,vote
1885,no
1886,But
1887,we
1888,want
1889,you
1890,to
1891,vote
1892,YES
1893,…
1894,?
1895,story_fbid=2140341575993651
1896,id=580813935279764
1897,…
1898,Do
1899,n't
1900,forget
1901,you
1902,can
1903,show
1904,this
1905,tweet
1906,and
1907,get
1908,50
1909,%
1910,off
1911,the
1912,tours
1913,to
1914,play
1915,with
1916,the
1917,baby
1918,tigers
1919,this
1920,weekend
1921,I
1922,35
1923,and
1924,exit
1925,64
1926,Another
1927,school
1928,shooting
1929,today
1930,It
1931,'s
1932,a
1933,fad
1934,now
1935,not
1936,a
1937,problem
1938,Get
1939,it
1940,off
1941,the
1942,news
1943,so
1944,the
1945,fad
1946,dies
1947,off
1948,I
1949,have
1950,the
1951,feeling
1952,it
1953,’
1954,s
1955,a
1956,domestic
1957,situation
1958,that
1959,got
1960,out
1961,of
1962,hand
1963,Assailant
1964,reportedly
1965,had
1966,eye/ear
1967,protection
1968,victims
1969,targeted
1970,?
1971,Definitely
1972,toxic
1973,masculinity
1974,at
1975,play
1976,Hope
1977,the
1978,victims
1979,pull
1980,through
1981,Shooting
1982,in
1983,OKC
1984,The
1985,only
1986,one
1987,dead
1988,is
1989,the
1990,shooter
1991,thanks
1992,to
1993,1=
1994,good
1995,people
1996,carry
1997,guns
1998,also
1999,2=
2000,restaurants
2001,that
2002,are
2003,not
2004,gun
2005,free
2006,zones
2007,=Lives
2008,saved
2009,tonight
2010,This
2011,FUCKTARD
2012,thinks
2013,I
2014,have
2015,to
2016,sign
2017,a
2018,contract
2019,?
2020,Fuck
2021,him
2022,I
2023,will
2024,not
2025,sign
2026,something
2027,so
2028,stupid
2029,to
2030,be
2031,in
2032,any
2033,private
2034,club
2035,I
2036,am
2037,smart
2038,enough
2039,to
2040,know
2041,we
2042,can
2043,lower
2044,taxes
2045,but
2046,who
2047,the
2048,hell
2049,is
2050,going
2051,to
2052,fix
2053,shit
2054,if
2055,there
2056,were
2057,no
2058,taxes
2059,?
2060,They
2061,want
2062,no
2063,taxes
2064,at
2065,all
2066,until
2067,they
2068,need
2069,They
2070,lied
2071,out
2072,their
2073,asses
2074,last
2075,night
2076,at
2077,the
2078,forum
2079,in
2080,Claremore
2081,Oklahoma
2082,…
2083,…
2084,They
2085,lied
2086,out
2087,their
2088,asses
2089,last
2090,night
2091,at
2092,the
2093,forum
2094,in
2095,Claremore
2096,Oklahoma
2097,…
2098,Saddens
2099,me
2100,to
2101,see
2102,the
2103,public
2104,lied
2105,to
2106,so
2107,bad
2108,for
2109,a
2110,personal
2111,agendahttps
2112,…
2113,90
2114,%
2115,of
2116,your
2117,governor
2118,candidates
2119,lied
2120,their
2121,asses
2122,off
2123,to
2124,the
2125,crowd
2126,tonight
2127,about
2128,SQ788
2129,to
2130,keep
2131,them
2132,from
2133,voting
2134,yes
2135,#
2136,fixthisshit
2137,#
2138,Really
2139,Facebook
2140,?
2141,Advertising
2142,meth
2143,pipes
2144,?
2145,You
2146,must
2147,love
2148,Mark
2149,Zuckerberg
2150,will
2151,make
2152,a
2153,buck
2154,any
2155,how
2156,he
2157,Supporters
2158,from
2159,Washington
2160,DC
2161,caught
2162,me
2163,at
2164,loves
2165,on
2166,my
2167,way
2168,to
2169,Claremore
2170,for
2171,this
2172,Best
2173,damn
2174,water
2175,you
2176,’
2177,ll
2178,ever
2179,taste
2180,@
2181,griffith_clete
2182,want
2183,to
2184,know
2185,what
2186,this
2187,water
2188,will
2189,taste
2190,like
2191,?
2192,#
2193,winninghttps
2194,…
2195,Smoke
2196,a
2197,Joe
2198,and
2199,chase
2200,it
2201,with
2202,some
2203,Joe
2204,spring
2205,I
2206,will
2207,be
2208,in
2209,Claremore
2210,Oklahoma
2211,tonight
2212,at
2213,6pm
2214,at
2215,the
2216,Robson
2217,Performing
2218,Art
2219,Center
2220,Come
2221,listen
2222,to
2223,the
2224,debate
2225,and
2226,get
2227,your
2228,free
2229,signs
2230,and
2231,stuff
2232,I
2233,can
2234,be
2235,calm
2236,and
2237,professional
2238,On
2239,June
2240,26th
2241,2018
2242,it
2243,will
2244,be
2245,your
2246,choice
2247,if
2248,you
2249,want
2250,them
2251,in
2252,your
2253,life
2254,or
2255,more
2256,decisions
2257,made
2258,by
2259,you
2260,the
2261,people
2262,?
2263,So
2264,vote
2265,yes
2266,on
2267,SQ788
2268,and
2269,Joe
2270,Exotic
2271,and
2272,let
2273,'s
2274,make
2275,Oklahoma
2276,...
2277,…
2278,Thank
2279,youhttps
2280,…
2281,The
2282,new
2283,Government
2284,of
2285,Oklahoma
2286,has
2287,this
2288,what
2289,you
2290,got
2291,?
2292,…
2293,Hell
2294,ya
2295,Welcome
2296,to
2297,the
2298,2018
2299,We
2300,need
2301,to
2302,raise
2303,$
2304,1700.00
2305,more
2306,before
2307,May
2308,28th
2309,so
2310,we
2311,can
2312,have
2313,marketing
2314,material
2315,for
2316,the
2317,Tulsa
2318,Parade
2319,and
2320,OKC
2321,Parade
2322,spare
2323,5.00
2324,go
2325,to
2326,http
2327,and
2328,retweet
2329,please
2330,Raised
2331,$
2332,250.00
2333,on
2334,the
2335,last
2336,request
2337,but
2338,need
2339,to
2340,raise
2341,$
2342,1700.00
2343,more
2344,before
2345,the
2346,Tulsa
2347,Parade
2348,June
2349,2nd
2350,so
2351,we
2352,can
2353,get
2354,marketing
2355,material
2356,out
2357,to
2358,over
2359,10
2360,thousand
2361,voters
2362,Very
2363,important
2364,we
2365,win
2366,the
2367,Primaries
2368,and
2369,SQ788
2370,so
2371,we
2372,can
2373,take
2374,this
2375,to
2376,the
2377,...
2378,http
2379,Memorial
2380,Day
2381,Weekend
2382,come
2383,take
2384,a
2385,tour
2386,and
2387,show
2388,this
2389,tweet
2390,for
2391,50
2392,%
2393,off
2394,the
2395,whole
2396,day
2397,Play
2398,with
2399,the
2400,baby
2401,tigers
2402,camels
2403,lemurs
2404,The
2405,rest
2406,of
2407,America
2408,would
2409,like
2410,to
2411,demand
2412,why
2413,the
2414,courts
2415,are
2416,fucking
2417,crooked
2418,too
2419,?
2420,Any
2421,answers
2422,there
2423,Mr.
2424,PRES
2425,?
2426,…
2427,I
2428,will
2429,be
2430,in
2431,Claremore
2432,Oklahoma
2433,Wednesday
2434,6pm
2435,if
2436,you
2437,want
2438,to
2439,come
2440,here
2441,the
2442,forum
2443,and
2444,pick
2445,up
2446,your
2447,yard
2448,signs
2449,and
2450,free
2451,stuff
2452,Robson
2453,Performing
2454,Arts
2455,Center
2456,101
2457,E.
2458,Stuart
2459,Roosa
2460,Claremore
2461,Oklahoma
2462,74017
2463,…
2464,Vote
2465,yes
2466,SQ788
2467,Oklahoma
2468,June
2469,26
2470,$
2471,10.00
2472,to
2473,$
2474,15.00
2475,hour
2476,on
2477,most
2478,fast
2479,food
2480,help
2481,wanted
2482,signs
2483,Still
2484,cant
2485,find
2486,help
2487,Vote
2488,Joe
2489,Exotic
2490,#
2491,fixthisshit
2492,Tweakers
2493,and
2494,non
2495,workers
2496,Prayers
2497,to
2498,families
2499,all
2500,over
2501,who
2502,lost
2503,loved
2504,ones
2505,today
2506,Trust
2507,me
2508,I
2509,know
2510,the
2511,pain
2512,We
2513,should
2514,be
2515,able
2516,to
2517,finish
2518,the
2519,Primaries
2520,for
2521,this
2522,election
2523,with
2524,aprox
2525,$
2526,2000.00
2527,for
2528,marketing
2529,things
2530,The
2531,2
2532,biggest
2533,Parades
2534,in
2535,Oklahoma
2536,are
2537,just
2538,around
2539,the
2540,corner
2541,and
2542,we
2543,need
2544,to
2545,make
2546,it
